33,13792,42705
34,46
35,1202,1638,3166,4624,5426,6222,7993,8492,9307,9611,13701,16070,16167,18303,20548,20745,21843,23300,23446,23624,25221,25639,25739,26793,28616,28659,32048,34106,42297,42329,42555
36,108,40252
37,10286
38,607,1926,2547,5677,8601,10546,15648,19068,27691,28248,32497,32571,36732,38346,39244,39884,40342
39,28775
40,1889,2405
41,481,3095,5040,18573,19771,44686
42,502,12674,33982
43,29790,41106
44,770,8137,12526,14943,17983,22725,24781,29350,29525,38378,42317
45,17181,36407
46,34,2274,4398,12230,12535,12714,13203,21437,21669,24946,30244,30249,31915,32304,32667,33756,34276,34687,41086,44183
47,8923,11379,11419,15555,29904,30820,37589,41427
48,484,1734,2976,3870,7716,13726,21086,21586,23330,30797,36250,36362,36891,37662,38017
49,916,2671,6747,16226,16862,19590,21103,21426,25752,27394,32256,32702,34864
50,12752
51,4319,21746,22867,32210
52,3338,8417,12857,13203,13595,16983,17231,20541,20662,21327,22389,28405,30944,31072,32169,33928,34694,35343,36199,36557,39159,40567,43146,43741
53,1065,1541,4168,6961,7744,10504,16209,19754,28525,28791,29754,34469,34881,35020,35280,37230,38422,39706,42129,43760,44332
54,12752,20103,43614
55,2475,31530
56,32801
57,2009,2999,4861,8816,9078,10991,14996,16647,18793,19094,19376,19678,21872,25067,25124,28608,28978,30462,32409,32417,32589,33831,36802,36840,37384,38231,38685,39455,40523,40719,42802,44354,44788
58,9848,14410,15239,23529,24513,25189,28126,32222,39488,44519
59,11080,36299
60,34108
61,4484,5826
62,13879
63,2523,2596,4845,7179,13703,15290,19105,35136,37861,39382,43755,44688
64,191,369,569,586,962,1076,1156,1395,1644,1787,2029,2365,2985,3621,3979,4011,5055,5186,5294,5337,5467,5626,5724,5946,6274,6850,7105,7921,7993,8639,8839,9271,9307,9338,10370,10747,11096,11289,11813,12315,12752,12938,13294,13999,14429,14783,15092,15323,15755,15828,16146,17353,19017,19793,21093,22845,23008,23058,23577,24021,24082,24115,24633,24793,25682,25686,26313,26644,26940,27109,27244,27862,27999,28579,29695,30362,30374,30520,30526,30694,30785,31977,32196,32816,33261,33271,33789,34198,34334,34522,34599,34694,34950,35282,36086,38495,38752,38869,39046,39068,39685,39825,40626,40831,41079,41081,41254,41747,42259,42646,42941,43369
65,6034,6444,10014,12484,13719,14597,15286,15468,16291,25985,28590,30275,35123,35225,35561,37965,38278,42752,43311,44028
66,3419,3866,16301,20299,30858,32398,35388
67,12828,41152
68,8639,16328,32688,38076,40831,43448,44218
69,28777
70,8524,12752,20381
71,8674,18024,40314
72,2190,3822,16677,23458,25686,42011
73,420,652,5875,12375,15295,15637,22459,28031,30265,41811,41934
74,9942,21685,28903,30993,42735
75,13456
76,19405,28837
77,22521
78,462,3386,4592,24050,26167
79,1029,5262,5510
80,23197,23939,42735
81,6272,8772,30026,40015
82,29313,38524
83,13560,17550,40008,41466
84,2367,15913,24681,31895,38317,41524
85,29438,30710,38740,42287
86,1448,2199,3134,4294,4569,8336,9107,9334,10464,13580,13896,13901,14158,15274,16732,16821,16903,17661,18195,18467,18908,19812,19885,19947,21503,22685,24163,24197,24883,24939,25127,25481,27620,27621,29534,30675,32544,34702,35087,36717,39209,39753,41548,41665,42102,42788,43325,44458
87,1318,3236,6278,7008,9896,10711,18683,19414,33578,34051,39987,43184,44189
88,11469,11709
89,22506
90,2861,9264,11528,17349,21685,32516,32919,34678,38380,39890,43687
91,12752
92,12752,34754,41705
93,17670,29115,41612
94,11950,13520,29662
95,4877,15197,18870,19374,24731,32094,34350,38019
96,1601,3302,5509,5817,5862,7964,16546,18426,18965,19213,20960,21448,22719,22792,23423,34332,34364,34636,35476,36309,37188,39753,42191
97,6953
98,1520,2175,5724,6254,6642,7025,7246,7410,8068,8095,9798,10750,11784,11962,12166,12828,14274,18217,19247,21174,22362,23475,25054,25564,25682,25859,28265,28527,29997,30520,30614,30676,30785,31795,32964,34678,38796,38958,39118,39388,41751,42437,43417,44475
99,17749,26872,41113
100,40602
101,36412
102,2948,4593,8635,11309,12453,14151,14918,16385,25602,30935,31133,32114,33247,35320,38372
103,29864
104,9574
105,906,1601,3295,3552,6391,9059,9858,10021,11018,12965,13238,14507,14511,16157,16471,17501,18284,18635,18965,19445,19611,22984,23509,24363,26821,27691,28866,30921,31180,31844,32700,32761,33224,34557,35819,36418,36732,37100,37326,37644,38562,40777,41762,42312,44378,44755
106,10935,11962,12480,14996,16865,29168,32589,36073,38278,44717
107,2807,4165,4601,6915,9237,9429,10023,10370,11552,13286,14625,14956,17804,20825,20891,22250,22416,24233,24557,26565,28568,30374,31862,36028,38688,38898,39769,40268,44163,44469
108,36,40252
109,2091,3951,14689,19381,22856,26828,30372,30667,31597,33747,36036,41758,42602,44158
110,6145,20871,41089
111,6309
112,1709,3726,14161,19966,20987,31019,39611
113,22468,36322
114,6672,27976
115,12752,26311
116,695,3391,4016,4068,4126,5186,5649,6524,6804,7034,7253,7518,7596,7910,7921,7993,8325,8888,9012,9056,9066,10105,10280,11604,11941,12610,12752,13807,13957,13999,14473,14494,14612,14980,15467,17269,17628,17734,17797,18026,18549,18841,19408,19849,19907,20114,20522,20603,20937,20994,21314,21327,21850,21882,22869,23181,23630,24072,24115,24195,24344,24932,24978,25031,25467,25649,25683,26036,27109,27248,28054,29046,29058,30438,30514,30584,30609,31145,31248,31452,31795,31811,31977,32516,32567,33111,33271,33475,33571,34006,34033,34058,34198,34453,34575,34694,35491,35864,36185,36694,36806,37385,38165,38336,38684,38843,39050,39685,39864,39890,40102,40868,40985,42013,42112,42352,42734,42764,42844,43204,43208,43773,44642
117,7549,19935,36807
118,8040,10308,22040,23708,25917,28132
119,1031,20072,20677
120,32218,44422
121,738,1076,1468,2095,4163,4768,4904,6352,7592,8480,8933,10218,12022,14138,14429,15525,16132,16677,17511,18647,19771,20420,21949,23035,25686,31256,31426,32756,34216,34599,35234,35891,36687,43266
122,544,2828,2920,3071,4069,4949,7956,8607,9149,9267,17659,17718,18804,19108,19995,21227,21832,22326,24743,25253,26309,27468,29857,31442,32180,32387,36225,37442,38643,39240,41030,42245,43690
123,6046,14426,21705,22831,27491,28680,30785,39874
124,3318,4630,8138,8877,10141,16873,18847,24657,27388,34524,43435
125,7818,12832,16732,25093,28784
126,1380,2412,5294,9574,9957,13297,14216,17440,17976,21570,24195,24792,24802,25804,31051,31296,32966,34323,34433,34694,35364,37304,37389,37808,38843,41544,43378
127,3775,3800,4683,7171,9137,10186,10350,11108,11131,12063,12653,16250,16751,18061,20292,23397,24113,25319,29157,32911,34319,36322,37620,41103,44314
128,14766,20397,35321
129,3509,4189,12617,12787,14110,14570,22503
130,11824
131,32260,36428,41853
132,2660,2821,3036,8708,9798,11355,12173,13235,15035,17788,19461,21389,21720,22398,24792,25876,28113,32487,35081,36527,36806,38843,38997,41323
133,9910
134,5761,7864,10967,12598,20343,21425,21707,23709,29013,29189,32138,35972,39603,42321,44928
135,15875,30797,36250
136,3775,3800,4115,5090,5693,5864,6150,6444,7171,7455,7608,7797,10186,11131,11175,13371,14503,14604,17216,19171,19252,19478,23355,23397,23755,24113,24192,25319,25422,25935,26418,27256,28609,29157,29626,30238,31726,33491,34319,36008,36322,36365,37070,37228,37231,38602,39329,40552,41103,41559,44282,44416
137,11322,20711
138,10385,17342,19223,20200
139,4721,4874,19591,30841,39626,40513
140,939,1304,2052,2662,6558,6642,6747,7410,8068,8388,10270,11962,13595,13745,14429,14601,15035,15037,15417,17987,21707,21842,23713,25682,26142,26256,26793,27042,28315,29316,30419,30603,30797,31539,31795,32409,32956,33533,33718,35390,36789,36812,38133,38611,39602,39685,40312,41585,41702,42174,42256,42377,43531,43545,44053
141,1202,3166,4624,6222,9307,9868,13218,13701,16070,16945,18110,18667,25221,28659,32725,41081,44472
142,3020
143,14297,23653,40622,43359
144,9080,9856,16212,25477,28751,42710
145,10315
146,34091,37560,39121,41439
147,1856,3905,7807,12061,12780,14675,17039,23008,28041,28349,34629,36311,36817
148,1678,6479,22654,24570
149,9826,9938,30284,42765,43080,44585,44847
150,11322,14119,34996,40060,41211
151,382,479,926,2173,2886,3457,3605,6072,7782,9680,10091,10704,11486,13406,13705,14443,15113,16045,16896,17803,18586,18737,19043,20088,22885,22896,25160,25295,26553,26740,28167,28934,29320,30021,32393,32694,35947,40532,40900,40926,41308,42016,42370,44381
152,1215,1597,2424,9517,23198,26505,29207,33499,33589,33904,34932,40621,42601
153,4867,5221,5279,8798,13098,14347,16732,18026,23512,35731,39163,43230
154,3405,12693
155,6378,40844
156,4294
157,20343,29183
158,1156
159,30677,42386
160,7926,8754,9553,13540,29209,38798
161,929,2999,3879,5357,5398,9554,10197,10861,13751,15908,16033,16429,19794,20587,21378,23146,24746,25956,26008,26228,32783,33115,33131,35282,35461,40925,42703,43725,43913
162,2406,13880,16611,20267,25017,38187
163,6554,12073,12625,22284,24458
164,17292,22559
165,23037,26370,29937,34087,39822,41371
166,506,12609
167,8570,22170,37108,37185,39118,42987
168,2199,3302,3835,5862,5952,7665,8720,10781,12568,13315,13688,18426,23738,29238,29986,34636,39753,41964,42098
169,2972,10190,10632,11728,38877,43487
170,12752,19385
171,4925,6779,9122,9194,11298,11962,12182,14996,17788,18779,21174,22852,24950,25564,25732,25780,26782,27632,28265,29290,30676,32719,33626,34354,34380,36506,36976,38406,38507,39145,40289,41751,42464,43329,43513
172,3713,12040,29892,32409,34978,37939
173,2217,15228,22171,31087,40777,41273
174,14041,33769
175,6361
176,18266,25752
177,20423
178,6953,9525
179,43469
180,1151,2444,3800,6444,10186,11131,12653,13311,13371,14604,19252,19478,20062,21504,23355,23397,24113,25319,25422,29157,29626,36365,41103,41559,44282,44314,44416
181,4495
182,18398,44337
183,1683,4486,6139,7362,7850,8428,8800,11704,12659,13832,14735,14752,15689,17518,21431,23575,24001,27728,28445,28850,30318,40968,44360
184,11322,20423
185,1533,4413,25014,27984,34676,36821,43328,43889
186,15565,17679,21110,22361,24065,26450,28569,31334,39511
187,787,7127,13122,13223,13966,14159,28062,28132,30882
188,42735
189,19762,37859
190,9878
191,64,369,586,962,1076,1395,1644,1787,2029,2365,2985,3621,3979,4768,5337,5467,5626,5724,5946,6274,6850,7105,8639,8839,9271,9307,9338,10370,10747,11096,11289,11813,12315,13294,14429,14783,15092,15323,15755,15828,16146,19017,19793,21093,22845,23008,23577,24021,24115,24633,24793,25682,25686,26313,26644,27109,27862,27999,28579,29695,30362,30374,30520,30694,30785,32196,32816,33261,33271,34198,34334,34522,34599,34694,34950,35282,36086,38495,38752,38869,39068,39825,40626,40831,41079,41081,41254,41747,42259,42646,42941,43369
192,1775,1868,2437,2985,3089,3606,4068,4289,5083,5294,5314,5673,7705,8839,9997,10130,10186,10804,11352,11566,14222,14299,14989,15755,16643,17385,17615,18403,21183,22512,23055,24344,25624,25940,26281,27277,28194,28442,28673,28936,29026,29123,30362,30580,31296,33111,33261,34198,34890,35362,35673,37922,38924,39068,39598,39958,43213
193,4527,7357,11126,11322,13606
194,489,695,710,1679,4016,4288,4906,7596,8037,10548,11356,12362,15094,16399,17541,20809,22398,25031,26473,26729,28145,28390,29228,29341,29514,30403,31591,31862,34380,36086,37031,37233,37762,39453,40734,41655
195,9417,20265,28159,43301
196,33745,36322
197,13138,22564,29689,39363,39476
198,3546
199,1273,4603,7879,10993,12129,15149,32703,37057,43830
200,4558,7049,14750,16655,19228,29096,41113,42074
201,4850,5761,8068,10967,13497,14024,14208,21174,21910,21936,25682,32679,39802,42187
202,9616,26550
203,23147,26129
204,14872,40603,44182
205,8191,8211,9161,11099,15970,16590,16666,18165,22767,25975,29096,29375,31340,34380,34541,37878,38708
206,270,1322,1562,2270,2321,3552,3619,3849,4353,4540,4598,4624,6670,6901,7126,7220,7798,8547,8927,9329,9728,10259,10525,10760,11106,11159,12040,12679,12985,13085,13205,13285,13333,13490,13818,14487,14716,15513,16059,16304,16355,16454,16480,16762,17197,17229,17392,17439,17507,18489,18492,18839,18970,19087,19696,19874,20193,20765,21504,21532,21549,21622,22175,22358,22648,22911,23412,23845,23983,24049,24847,25301,25355,25692,25911,26161,26206,26313,27696,28412,29187,29283,29581,29636,29677,29915,30211,30359,30487,30578,31067,32048,32268,32521,32852,33310,33624,33836,34112,34125,34641,34731,35152,35744,36140,36230,36405,36541,36605,36945,36952,37323,37572,37771,38030,38241,38367,38680,38954,38988,39288,39643,39766,39797,40058,40235,40620,40955,41307,41442,41747,41823,42264,42722,42775,42817,43301,43492,43832,44188,44263,44584,44818,44850
207,6061,11267,18367,26395,35176,40464,43021
208,7941,11223,12715,18255,19471,20021,21564,21873,25105,34440,37362,40153
209,9369
210,424,2635,5657,6310,10911,11373,16195,17808,18309,19653,20896,21616,23188,23598,23959,27363,30369,32182,41604,43408
211,3177,8303,8612,12211,13766,20662,29128,33553,34410,40426,44633
212,2835,3628,6968,12312,13233,15900,16590,18411,18436,18560,18567,21739,23160,24154,26556,27503,27927,28431,30402,32784,34380,37225,37382,38253,38625,42024,42716,43258
213,12431
214,3644,3835,13324,13688,17539,27392,30789,35977,41964,42797
215,29080,34354,36461
216,28613,36713
217,3961,10748,17600,43226
218,39159
219,39797
220,5337,9324,11012,33219,39989,41427,41594
221,2203,3648,10566,11728,17694,19376,21769,27722,28355,33348,33991,36491,36955,40796,42832,43106
222,1408,2438,8018,8589,9485,9550,10225,12729,14538,15163,16267,18225,19122,19684,19922,22213,23600,23876,26097,31024,31288,31920,34407,35014,35360,35868,37241,37514,43003,43354,44690,44705
223,9651,14801,28859,37020,43965,44294
224,10493,31348
225,19692,29055,34296,39074
226,2510,3328,19741,42735
227,4191,12752,39701
228,914,18118,21672,35551,37722
229,22491,26137,36882,37574
230,12152,12705,14603,32081,39884,44267
231,2658,2676,5628,10175,12951,16839,23075,25164,26070,26779,33380,36935,37252,38273,43375
232,1359,3338,8250,15323,17403,21158,28798,30461,34049,35864,40593,41433
233,15494,18138,23373,34817,41731
234,24695,29032,40976,44489
235,26280,40544
236,27128
237,11668,18609,34038,37099
238,12752,32420
239,16338,18625,41211
240,10106
241,7877,11748,12752,13542,15409,24634,34587,37708,37993,42195,42439,43506
242,897,1076,1218,2660,4565,5294,7466,7723,8639,9150,10280,10320,10666,11897,12511,12538,14515,15323,16145,16243,17182,20522,21327,21714,22516,23590,23666,25686,26208,28113,30362,31237,31716,32691,32802,34855,35603,36130,36199,36303,37370,38796,40104,40301,40831,41040,41168,41389,42748,43204,44327,44387,44507,44727,44815,44939
243,4559,12580,12617,15370,17389,18793,22025,35289,37122,39729,44559
244,12752,15512
245,437,14375,20334,24332,24632,24791,24828,25641,28640,30233,33036,44394
246,2902,11268,11276
247,1202,1352,7168,7921,8839,9223,9307,9997,12360,14364,15002,15830,18825,22512,25221,25940,26281,31276,32342,33601,34890,36452,37144,39225
248,1115,4759,5941
249,6180,23849,39334,43715
250,21798,36806
251,36322
252,8986,23816,29591,41436
253,8195,36262
254,35362
255,5862,18024,18426
256,12752
257,10795,24846,41475
258,1608,1905,2538,4888,5251,5450,7667,8328,8519,8571,11387,11479,11934,12323,12675,14457,14889,15913,16038,17215,17483,19376,20686,21139,21746,25333,26142,28248,28388,29945,33295,33991,35289,36166,36200,36201,36296,36418,37355,38408,39944,39993,40474,40915,41392,41845,42642,42752,42832,43335,43781
259,4347,16821
260,5453,6708,12752,16114,22294,33686
261,5230,13729,17231
262,10216,13298,21588,24898,37373,38411
263,4440,6290,13225,44627
264,5862,18024,18426
265,2801,6492,11677,17900,27560,30690,37341
266,2381,3485,3993,5193,8099,8316,8426,9236,11283,12788,14996,15035,15858,17671,17724,23754,24099,29028,33924,34694,38796,38997,39602,41404,41917,44561
267,14969,22477,38976
268,8825
269,5789,18636,31298,32796,38178
270,206,3196,3849,4624,6868,7064,9096,11106,13205,13285,13490,15646,17197,17431,17914,18555,18839,20765,21670,22041,22648,22766,23599,24094,25945,27618,28412,29581,30211,30487,32048,32852,34731,36605,37714,37771,38367,39643,40620,43832,44263,44584,44641,44850
271,9237
272,282,1107,2052,3479,4007,5855,7154,8923,9247,9653,10661,10753,10843,13745,15037,16761,17545,21500,21701,22110,22758,23032,24465,25550,25880,26963,27177,28152,28286,28688,28857,28952,29704,30309,30981,32409,32558,34143,34263,34789,35390,36961,38513,40312,41220,42174,42256,43931,44290
273,1679,42388
274,6864,6964,7806,7909,8554,10168,10696,11675,15715,15837,16278,16590,17346,18047,19236,20116,21039,22512,22769,24335,24990,30239,30384,33718,34896,36086,36812,40981,43590,43937
275,1164,2119,21700
276,15807,16320
277,992,1720,2366,2994,3075,3775,4016,4290,4469,4799,4844,4872,5091,6367,6650,6799,7291,7596,7845,7921,8839,8997,9223,9307,9997,9999,10505,11103,11259,11566,12240,12308,12360,12362,13068,13551,13797,13820,14364,14511,14586,14868,15164,15625,15817,15830,16079,16590,17231,17540,18567,19144,19827,19896,20368,20765,21410,22512,22631,23451,24429,25012,25031,25221,26506,26626,26854,27411,27481,28118,28775,28932,29466,29514,29604,29893,29981,30135,31276,32988,33063,33258,33372,34380,34623,34647,34966,35074,37144,38214,38458,38784,39204,39271,39691,39810,40408,40678,41427,41514,42524,43374,44175,44559,44699,44708
278,2616,19685,32590
279,36396,39077,43801
280,4452,31591
281,5689,6006,10419,11322,12752,16338,32231,38400,38631,42258
282,272,1107,5764,9523,13838,17545,24465,25550,25880,30309,30981,32113,34021,34143,36961,40312,41220,42256
283,1186,1556,22975,31716
284,2177,2999,4559,4867,12977,14601,18553,20515,27721,28265,29896,30682,32132,35299,35867,36971,44869
285,32114
286,2608,4925,5383,8387,13925,28265,36971,44685
287,16979
288,1722,16507,22052,22174,23005,26237,26319,28002,30108,35414,39041,40339,42240
289,1802,6480,6792,10982,14269,16341,18143,18211,25640,25865,26125,29876,31058,32416,43646,43719
290,9828,25427,36341
291,36202,44180
292,13929,23888,25820
293,4539,4642,7862,8628,10728,12967,15928,17141,19167,19592,27405,27738,30546,38684,40489,41956,42734,44629
294,23914
295,39864
296,14064,22327,28511,33505,36640,37814
297,44449
298,3785,34423
299,7589,35377
300,5076,21683
301,32871
302,2885,13465,27218
303,3038,17484,40246,42232,43812,44219
304,28622,36136
305,37821
306,3252,16502,20638,35739,38308,44806
307,1315,15063,19125
308,4066,4529,9216,13600,15694,15998,16266,17428,18057,32367
309,437,1137,1180,8072,9945,12782,14145,15466,17622,18212,20632,21704,23033,24332,25641,28026,30233,30452,33036,34297,36263,37416,43923
310,2941,11474,12313,14887,15980,22442,30898
311,906,10136,23811,24524,35082,37978,41474,43975
312,3362,11322,12752
313,4935
314,25644,42874
315,27506,31722,39897,40252
316,4363,17221,29805
317,2388,5528,11333,13285,18400,23493,25986,27799,28150,29765,31201,31774,32476,34136,36182,39796,44402,44909
318,24351,35584,36255
319,6274,10342,15092,35906,37683,38495,39825,40965,43825
320,6887,8308
321,3765,24667,25245
322,35766,41040
323,557,5892,7534,9901,12397,14147,14312,15755,15756,16576,23253,28895,29466,31226,31652,34964,39271,39360,42886,44808
324,3367,5021,5337,10485,11962,13999,14266,14996,15160,15199,15347,17788,29290,29500,30614,31795,34797,34950,35523,37024,38796,39685,42377,43329
325,5259,16714,23093,23824,36807
326,42816
327,39663,39994
328,449,852,1599,6948,7359,7466,7877,8019,8639,8839,9997,12490,13451,14690,15755,16267,17962,17995,18780,19204,19303,19684,19830,20421,21073,21574,23600,24430,24501,25262,27109,27993,28028,28637,29616,29882,30362,31706,31716,32594,33078,33267,34357,34407,37705,37790,38573,38824,39062,39107,39166,39422,39829,40301,40702,40831,42630,43663,44144,44387,44487,44607,44739
329,7604,7969,19460,23527,31134,31826,35034,35037,40473,40669
330,29,1087,1605,1901,1905,2203,3634,3648,4888,5643,6025,6118,6448,7184,7667,8328,8571,8808,8825,10460,11728,11840,12682,12921,13003,13358,13742,14404,14889,14996,15314,16038,16130,16658,17215,17694,18116,19376,20843,20900,21085,21139,21769,21894,22874,23776,24089,24149,25109,26060,26515,27500,27591,27722,28248,28388,29239,29436,29565,30389,31146,32364,32409,32522,33116,33348,33991,34833,36166,36200,36201,36609,36867,39370,40796,40915,41082,41392,41845,42289,42642,42752,42832,43162,43207,43335,43873,44814
331,9055,11201,27145
332,19541
333,20077,23291,24679,41103
334,1017,30788
335,14607,20383,21959,38298
336,14272,22561,25805,28034,37905,44865
337,16461,38954,42590
338,6070,16342,24341,37269,39761,40688,42390,42413,43503,44066,44733
339,2290,2386,2876,4275,5275,5749,6391,7814,9059,11457,11929,13194,13965,14349,17002,17918,19611,22397,26221,30906,31435,31571,32921,34992,37326,37570,38622,39101,39160,40777,42386,44014
340,405,11381,18075,43279
341,35293
342,934,1111,2332,4872,4909,12521,12994,15425,20649,25929,27192,27760,31878,34711,37733,38043,43239
343,8769,20819
344,17523
345,827,5598,6595,14669,23286,24529,38559
346,1016,1227,3381,3894,4161,6596,9678,11130,11950,12903,13089,14654,15573,18217,23164,23925,23961,26216,26962,28967,29119,29362,29769,31162,32605,39149,41421,42196,42547,42931,44475
347,9622,35656,36564
348,4725,6650,10676,11936,15243,17827,20137,21341,24520,27592,31792,34166,34574,35368,37346,37866,39010
349,427,667,1156,1490,1572,1703,2029,2052,2084,2271,2529,2685,2821,4190,4647,4733,4955,5253,5281,5467,5626,6596,6642,6747,6938,6953,6972,7073,7332,7410,7627,7807,8068,8557,8737,9236,9247,9773,10189,10753,10763,11225,11242,11289,11675,11765,11813,11910,12211,12289,12604,12605,12765,12771,13086,13173,13945,14024,14429,14601,15323,15417,15828,16002,16513,17066,17380,17468,17724,17987,18214,18336,18409,18480,18619,18846,19257,19851,20052,20116,20344,20808,20895,21065,21174,21426,21707,21945,21996,22110,22235,22593,22806,22932,23114,23709,24918,25368,25682,25734,25958,26142,26786,27382,27661,27680,27935,28041,28054,28265,28268,28315,28874,29062,29228,29245,29695,30438,30520,30614,30703,30785,30797,31071,31222,31320,31443,31569,31795,31857,32330,32409,32679,32743,32984,33000,33444,33533,34256,34352,34599,35107,35282,35380,35493,35993,36010,36086,36812,36950,36971,37055,37269,37337,37739,37980,38998,39105,39118,39450,39630,40133,40283,40308,40312,40830,41532,41702,42187,42940,43545,44053,44475,44672
350,26102
351,15632,42144
352,11322,44034
353,22605
354,12752,15791
355,12016,16692,22236,27636
356,10745,25288,32487
357,6279,12607,14224,26770,28115,31656
358,1252,2515,4591,4662,10861,11666,13913,18961,19794,24746,30893,34866,36707,37752,41309,42703
359,35554
360,8644,16619,33189
361,8180,11949,13825,14730,17782,17965,22509,28888,39782,43061,44792
362,695,981,1202,1453,1614,2032,2189,3360,3600,3989,4521,4630,4655,5286,5435,5870,6507,6732,7368,7596,8244,8531,8572,8639,9241,9369,9385,9929,9982,10011,10061,10289,10579,11863,12064,12247,13754,14381,15031,15073,16267,17247,17366,17755,17775,17987,18214,18613,18946,19269,19657,19907,20603,21327,21652,22680,23736,24021,24195,25031,25032,25334,25447,25621,25682,26300,26616,26682,27252,27385,27517,28315,28532,29893,30584,31049,31523,31627,32092,32392,32773,32802,33050,33213,33271,33382,33475,33571,34407,34559,34694,35278,35302,35449,36086,36441,36806,37058,37147,37391,37393,37409,37956,38440,38843,38954,40831,41090,41336,41469,43215,43508,44143,44208
